Rank,School,Games,Wins,Losses,Win_Pct,SRS,SOS,Conf_W,Wins,Losses,Column_11,Wins,Losses,Home_L,Wins,Losses,Column_17,Points_For,Points_Against,Points_Dummy,Minutes_Played,FG,FGA,FG_Pct,3P,3PA,3P_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,Season,NCAA_Tournament
263,Tennessee State,29,10,19,0.345,-7.56,-3.23,,7,9,,7,5,,3,13,,2317,2396,,1180,847,1910,0.443,260,737,0.353,363,505,0.719,296.0,901,492,312,58,398.0,615.0,2001,False
264,Tennessee Tech,29,20,9,0.69,-0.61,-3.38,,13,3,,14,0,,6,8,,2296,2084,,1160,768,1706,0.45,244,677,0.36,516,689,0.749,390.0,1061,480,254,39,397.0,500.0,2001,False
265,Tennessee-Martin,28,10,18,0.357,-9.88,-3.36,,5,11,,9,4,,1,14,,2021,2074,,,776,1662,0.467,109,378,0.288,360,586,0.614,356.0,997,464,209,93,460.0,571.0,2001,False
266,Texas NCAA,34,25,9,0.735,14.25,8.89,,12,4,,16,1,,6,5,,2396,2211,,1370,819,1990,0.412,215,626,0.343,543,835,0.65,483.0,1346,414,268,191,502.0,771.0,2001,True
267,Texas A&M,30,10,20,0.333,-2.18,5.96,,3,13,,7,7,,1,10,,2083,2298,,1215,716,1692,0.423,129,434,0.297,522,778,0.671,400.0,1114,395,180,71,487.0,650.0,2001,False
268,Texas Southern,29,7,22,0.241,-21.35,-11.04,,5,13,,4,6,,3,13,,1868,2192,,,640,1810,0.354,190,751,0.253,398,571,0.697,456.0,1090,288,183,57,444.0,564.0,2001,False
269,Texas State,28,13,15,0.464,-13.6,-9.0,,10,10,,8,5,,5,10,,1963,2009,,1135,674,1621,0.416,172,524,0.328,443,646,0.686,363.0,1047,338,239,74,466.0,610.0,2001,False
270,Texas Tech,28,9,19,0.321,0.12,5.49,,3,13,,6,8,,2,9,,1918,2069,,,695,1669,0.416,139,493,0.282,389,576,0.675,350.0,1019,409,211,104,447.0,479.0,2001,False
271,Texas-Rio Grande Valley,29,12,17,0.414,-6.41,-2.41,,,,,9,2,,2,14,,2228,2148,,,822,1711,0.48,226,602,0.375,358,551,0.65,371.0,1012,437,258,57,558.0,504.0,2001,False
272,The Citadel,28,16,12,0.571,-6.93,-6.01,,9,7,,12,2,,2,9,,1927,1854,,,646,1566,0.413,183,547,0.335,452,715,0.632,390.0,1036,337,218,102,414.0,619.0,2001,False
273,Toledo,33,22,11,0.667,7.01,1.44,,12,6,,12,4,,6,6,,2388,2204,,1345,803,1756,0.457,210,598,0.351,572,855,0.669,353.0,1137,443,226,62,478.0,574.0,2001,False
274,Towson,29,12,17,0.414,-10.84,-7.67,,7,11,,8,4,,3,12,,1997,2089,,1165,692,1513,0.457,149,446,0.334,464,700,0.663,279.0,949,463,239,67,502.0,526.0,2001,False
275,Troy,31,19,12,0.613,-4.83,-5.9,,12,6,,9,3,,6,8,,2332,2279,,1260,819,1869,0.438,262,772,0.339,432,588,0.735,366.0,1097,432,256,97,395.0,541.0,2001,False
276,Tulane,30,9,21,0.3,-5.75,4.89,,2,14,,8,7,,1,11,,2170,2428,,1215,771,1727,0.446,126,408,0.309,502,782,0.642,408.0,1105,417,245,96,562.0,618.0,2001,False
277,Tulsa,37,26,11,0.703,13.24,5.1,,10,6,,16,3,,6,8,,2840,2539,,1500,997,2160,0.462,288,741,0.389,558,760,0.734,442.0,1393,610,267,161,514.0,691.0,2001,False
278,UAB,31,17,14,0.548,6.63,4.08,,8,8,,10,5,,6,7,,2236,2157,,1250,799,1882,0.425,178,552,0.322,460,709,0.649,454.0,1274,392,208,125,465.0,646.0,2001,False
279,UC Irvine,30,25,5,0.833,2.13,-2.58,,15,1,,14,1,,10,3,,2108,1928,,1210,705,1550,0.455,181,464,0.39,517,697,0.742,274.0,1062,370,194,89,461.0,606.0,2001,False
280,UC Santa Barbara,28,13,15,0.464,-2.86,-0.74,,9,7,,9,5,,4,9,,1933,1972,,1150,655,1512,0.433,144,440,0.327,479,662,0.724,296.0,1020,394,166,63,449.0,566.0,2001,False
281,UCF,31,8,23,0.258,-9.46,-5.25,,3,15,,4,9,,3,11,,2182,2302,,1250,795,1846,0.431,194,608,0.319,398,581,0.685,393.0,1096,420,240,109,469.0,583.0,2001,False
282,UCLA NCAA,32,23,9,0.719,17.13,12.07,,14,4,,12,4,,8,3,,2544,2382,,1295,902,1947,0.463,190,535,0.355,550,829,0.663,441.0,1219,464,249,127,515.0,670.0,2001,True
283,UNC Asheville,28,15,13,0.536,-9.75,-7.67,,9,5,,9,2,,6,10,,1910,1951,,1135,640,1417,0.452,142,392,0.362,488,696,0.701,297.0,983,340,215,110,498.0,559.0,2001,False
284,UNC Greensboro NCAA,31,19,12,0.613,-5.02,-5.85,,10,6,,10,1,,6,10,,2282,2230,,1245,773,1741,0.444,184,480,0.383,552,718,0.769,343.0,1049,414,271,118,475.0,648.0,2001,True
285,UNC Wilmington,30,19,11,0.633,2.46,-0.57,,11,5,,11,1,,6,8,,1842,1751,,1200,676,1605,0.421,176,510,0.345,314,472,0.665,330.0,999,334,204,92,380.0,536.0,2001,False
286,UT Arlington,28,13,15,0.464,-12.48,-8.87,,11,9,,9,3,,4,12,,2049,2129,,1140,694,1703,0.408,169,478,0.354,492,702,0.701,353.0,1084,337,240,65,465.0,585.0,2001,False
287,Utah,31,19,12,0.613,10.3,6.15,,10,4,,13,3,,5,7,,2227,1957,,1245,762,1622,0.47,206,546,0.377,497,721,0.689,347.0,1141,430,184,104,450.0,631.0,2001,False
288,Utah State NCAA,34,28,6,0.824,9.99,-1.48,,13,3,,15,0,,7,4,,2404,1959,,1375,852,1755,0.485,200,513,0.39,500,743,0.673,370.0,1177,511,220,132,486.0,581.0,2001,True
289,UTEP,32,23,9,0.719,7.78,3.01,,10,6,,16,2,,6,7,,2571,2388,,,878,1786,0.492,182,523,0.348,633,841,0.753,295.0,1178,523,195,142,528.0,610.0,2001,False
290,UTSA,29,14,15,0.483,-9.34,-7.77,,12,8,,9,4,,5,10,,2144,2182,,,732,1772,0.413,166,567,0.293,514,834,0.616,448.0,1263,431,184,78,497.0,636.0,2001,False
291,Valparaiso,32,24,8,0.75,3.39,-2.79,,13,3,,12,1,,8,4,,2270,2039,,1285,754,1648,0.458,251,658,0.381,511,745,0.686,374.0,1200,503,192,145,500.0,578.0,2001,False
292,Vanderbilt,30,15,15,0.5,8.66,8.97,,4,12,,12,7,,3,7,,2118,2122,,1200,748,1779,0.42,214,661,0.324,408,578,0.706,389.0,1068,438,211,76,431.0,567.0,2001,False
293,Vermont,29,12,17,0.414,-10.31,-5.93,,7,11,,8,5,,3,11,,2124,2251,,1165,755,1742,0.433,217,616,0.352,397,609,0.652,370.0,1065,436,189,113,443.0,577.0,2001,False
294,Villanova,31,18,13,0.581,8.17,6.46,,8,8,,14,3,,3,9,,2376,2323,,1255,845,1708,0.495,187,587,0.319,499,734,0.68,385.0,1144,521,211,136,569.0,620.0,2001,False
295,Virginia NCAA,29,20,9,0.69,18.93,8.73,,9,7,,14,1,,5,7,,2464,2168,,1160,852,1872,0.455,204,553,0.369,556,755,0.736,437.0,1131,420,221,98,399.0,590.0,2001,True
296,Virginia Commonwealth,30,16,14,0.533,0.15,-0.27,,9,7,,12,3,,3,9,,2192,2165,,1235,770,1753,0.439,185,510,0.363,467,720,0.649,381.0,1153,382,191,134,435.0,604.0,2001,False
297,VMI,28,9,19,0.321,-13.23,-6.42,,5,11,,7,6,,2,12,,1905,2039,,1120,667,1681,0.397,159,530,0.3,412,666,0.619,418.0,1081,337,239,86,511.0,625.0,2001,False
298,Virginia Tech,27,8,19,0.296,-5.37,3.82,,2,14,,6,9,,1,10,,1770,2018,,1100,613,1484,0.413,169,526,0.321,375,573,0.654,351.0,935,329,221,123,504.0,544.0,2001,False
299,Wagner,29,16,13,0.552,-5.87,-9.87,,11,9,,11,3,,4,9,,2393,2277,,1160,845,1884,0.449,231,618,0.374,472,660,0.715,348.0,1042,502,292,91,486.0,653.0,2001,False
300,Wake Forest NCAA,30,19,11,0.633,20.53,10.5,,8,8,,13,3,,6,6,,2296,1995,,1215,838,1815,0.462,177,494,0.358,443,609,0.727,342.0,1104,465,219,136,375.0,572.0,2001,True
301,Washington,30,10,20,0.333,-0.06,10.11,,4,14,,5,10,,4,9,,2027,2302,,1215,756,1823,0.415,160,523,0.306,355,617,0.575,409.0,1077,406,196,99,531.0,624.0,2001,False
302,Washington State,28,12,16,0.429,3.65,7.04,,5,13,,10,6,,2,10,,1874,1969,,1130,624,1479,0.422,154,455,0.338,472,669,0.706,313.0,914,273,196,77,439.0,547.0,2001,False
303,Weber State,29,15,14,0.517,-1.17,-0.8,,8,8,,9,3,,4,10,,2257,2225,,,773,1664,0.465,137,405,0.338,574,790,0.727,374.0,1058,392,178,33,444.0,663.0,2001,False
304,West Virginia,29,17,12,0.586,3.46,3.96,,8,8,,12,4,,4,7,,2139,2141,,1170,753,1679,0.448,130,409,0.318,503,730,0.689,403.0,1176,418,161,100,475.0,558.0,2001,False
305,Western Carolina,31,6,25,0.194,-15.14,-4.35,,3,13,,5,8,,0,14,,2030,2341,,1245,727,1729,0.42,187,549,0.341,389,561,0.693,344.0,1043,406,197,137,548.0,568.0,2001,False
306,Western Illinois,28,5,23,0.179,-12.87,-1.69,,5,11,,3,9,,2,11,,1943,2250,,,688,1629,0.422,205,539,0.38,362,539,0.672,346.0,960,407,144,57,447.0,596.0,2001,False
307,Western Kentucky NCAA,31,24,7,0.774,8.69,-1.63,,14,2,,13,2,,9,4,,2303,1889,,1250,812,1789,0.454,213,605,0.352,466,674,0.691,441.0,1240,452,246,155,453.0,588.0,2001,True
308,Western Michigan,28,7,21,0.25,-7.17,0.4,,7,11,,5,8,,2,12,,1860,2072,,1135,636,1572,0.405,179,521,0.344,409,586,0.698,357.0,893,327,204,48,404.0,602.0,2001,False
309,Wichita State,28,9,19,0.321,-1.13,2.12,,4,14,,9,7,,0,11,,1789,1880,,1130,627,1496,0.419,161,499,0.323,374,523,0.715,303.0,981,404,142,74,413.0,555.0,2001,False
310,William & Mary,28,11,17,0.393,-5.75,-2.43,,7,9,,8,4,,3,11,,1712,1805,,1125,603,1467,0.411,156,491,0.318,350,533,0.657,339.0,1028,371,148,99,431.0,615.0,2001,False
311,Winthrop NCAA,31,18,13,0.581,-3.73,-7.8,,11,3,,11,1,,5,8,,2037,1917,,1255,684,1676,0.408,215,613,0.351,454,661,0.687,398.0,1103,351,223,78,441.0,610.0,2001,True
312,Wisconsin NCAA,29,18,11,0.621,14.91,12.08,,9,7,,13,2,,5,7,,1723,1641,,1175,575,1349,0.426,174,477,0.365,399,568,0.702,233.0,869,358,172,68,337.0,520.0,2001,True
313,Wofford,28,12,16,0.429,-4.43,-1.97,,7,9,,9,4,,3,11,,1990,1928,,1120,714,1683,0.424,182,604,0.301,380,565,0.673,379.0,1009,370,223,106,364.0,540.0,2001,False
314,Wright State,29,18,11,0.621,1.39,-1.11,,8,6,,14,3,,4,8,,2063,1941,,1160,720,1510,0.477,121,339,0.357,502,690,0.728,319.0,1033,423,191,109,479.0,563.0,2001,False
315,Wyoming,30,20,10,0.667,8.94,3.87,,10,4,,12,2,,7,7,,2282,2117,,1210,774,1731,0.447,146,513,0.285,588,837,0.703,392.0,1226,505,193,144,437.0,650.0,2001,False
316,Xavier NCAA,29,21,8,0.724,12.15,4.6,,12,4,,14,1,,7,5,,2130,1911,,1165,706,1653,0.427,178,587,0.303,540,768,0.703,391.0,1125,398,208,115,415.0,551.0,2001,True
317,Yale,27,10,17,0.37,-9.49,-5.75,,7,7,,6,4,,4,11,,1744,1845,,1100,607,1461,0.415,172,511,0.337,358,537,0.667,279.0,916,394,183,79,423.0,553.0,2001,False
318,Youngstown State,30,19,11,0.633,-3.65,-4.11,,11,5,,10,2,,6,7,,2133,2074,,1240,722,1622,0.445,178,497,0.358,511,747,0.684,359.0,1082,437,153,74,453.0,620.0,2001,False
